ObjectId,Country,ISO2,ISO3,Indicator,Unit,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Source
482,Kyrgyz Rep.,KG,KGZ,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
483,Kyrgyz Rep.,KG,KGZ,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,1,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
484,Kyrgyz Rep.,KG,KGZ,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,,,,,,,,,,,,,,,2,,,,,,,,1,1,3,,,,,,1,,,,,,,1,,,,1,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
485,Kyrgyz Rep.,KG,KGZ,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
486,Kyrgyz Rep.,KG,KGZ,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,,,,,,,,2,,,,1,,1,,1,1,3,1,1,1,,1,1,,2,,1,,,1,,,,1,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
487,Lao People's Dem. Rep.,LA,LAO,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,1,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
488,Lao People's Dem. Rep.,LA,LAO,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,1,,,1,,,,,,,1,1,,1,2,1,,,,1,1,1,,,,,,1,1,,2,,2,1,2,1,,1,1,,,1,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
489,Lao People's Dem. Rep.,LA,LAO,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,1,,,,,,,,1,2,,2,1,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
490,Lao People's Dem. Rep.,LA,LAO,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,1,,,1,,,1,1,,,3,2,1,1,3,1,,,1,1,1,1,,,,,,1,2,,2,,2,1,2,1,1,3,2,2,1,1,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
491,Latvia,LV,LVA,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,1,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
492,Latvia,LV,LVA,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
493,Latvia,LV,LVA,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
494,Latvia,LV,LVA,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,,,,,,,,,,,,,1,,1,,1,,3,,,,,,,1,,,,,,1,,,,,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
495,Latvia,LV,LVA,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
496,Lebanon,LB,LBN,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
497,Lebanon,LB,LBN,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
498,Lebanon,LB,LBN,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,3,,,1,1,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
499,Lebanon,LB,LBN,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,1,,,,,1,,,,,,,,,,1,1,,,,1,,,,,,,,3,,,1,1,1,,,2,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
500,Lebanon,LB,LBN,"Climate related disasters frequency, Number of Disasters: Wildfire",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
501,"Lesotho, Kingdom of",LS,LSO,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,1,,,,,1,,,1,1,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
502,"Lesotho, Kingdom of",LS,LSO,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
503,"Lesotho, Kingdom of",LS,LSO,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,1,,,,,,,1,,,,,2,,,,,,,1,,,,,,1,,,,,,,1,,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
504,"Lesotho, Kingdom of",LS,LSO,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,1,,1,,1,,1,2,,,,,,1,,,,,2,1,,,,,1,1,,,3,,,1,,1,,,1,1,1,,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
505,Liberia,LR,LBR,"Climate related disasters frequency, Number of Disasters: Drought",Number of,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
506,Liberia,LR,LBR,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
507,Liberia,LR,LBR,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,,,,,,1,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
508,Liberia,LR,LBR,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
509,Liberia,LR,LBR,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,1,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,2,1,1,1,,,,,,1,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
510,Libya,LY,LBY,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
511,Libya,LY,LBY,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
512,Libya,LY,LBY,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
513,Lithuania,LT,LTU,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
514,Lithuania,LT,LTU,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,2,,,,,,1,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
515,Lithuania,LT,LTU,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
516,Lithuania,LT,LTU,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
517,Lithuania,LT,LTU,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,,,,,,,,,,1,1,,,,,,2,,1,,,,2,1,,,,2,,2,,,,,,2,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
518,Luxembourg,LU,LUX,"Climate related disasters frequency, Number of Disasters: Extreme temperature",Number of,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
519,Luxembourg,LU,LUX,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
520,Luxembourg,LU,LUX,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,6,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
521,Luxembourg,LU,LUX,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,,1,,,,,,,6,,,1,,1,,,,,,,,1,,,,,,,1,,,,,,,,,1,,1,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
522,"Madagascar, Rep. of",MG,MDG,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,1,,,,,,,1,,,,,,,,,,,,1,,1,,,1,,,1,,,,,,1,,1,1,,,1,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
523,"Madagascar, Rep. of",MG,MDG,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,,,,1,,,,,,,,,,,,1,,,,,1,,2,,1,,,,,,,,1,,,,1,1,1,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
524,"Madagascar, Rep. of",MG,MDG,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,1,1,1,1,,1,,,1,,1,,,3,,1,2,,,2,,3,3,2,1,2,3,3,3,1,1,3,2,1,2,,1,2,2,1,1,6,3,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
525,"Madagascar, Rep. of",MG,MDG,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,2,1,1,1,,2,,1,1,,1,,,3,,1,2,1,,3,,4,4,2,4,2,4,4,3,1,1,3,2,2,3,1,2,2,3,3,2,7,3,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
526,Malawi,MW,MWI,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,1,,,1,,1,,,,,,,,,,1,,,1,,1,,,,,1,,,1,,,,,,,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
527,Malawi,MW,MWI,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,1,,,,,,,1,,1,,,,2,,1,1,1,1,2,2,2,,1,2,4,1,,1,3,2,1,,1,1,1,3,2,1,,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
528,Malawi,MW,MWI,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
529,Malawi,MW,MWI,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,1,2,2,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
530,Malawi,MW,MWI,"Climate related disasters frequency, Number of Disasters: TOTAL",Number of,,,1,,,,,1,,1,1,1,1,,,2,,1,1,1,1,2,3,2,,3,2,5,1,,1,3,4,1,,3,1,1,3,3,1,1,4,2,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
531,Malaysia,MY,MYS,"Climate related disasters frequency, Number of Disasters: Drought",Number of,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
532,Malaysia,MY,MYS,"Climate related disasters frequency, Number of Disasters: Flood",Number of,,,,1,,,1,1,1,,,,,1,,,1,,1,1,1,4,,3,3,2,4,2,2,2,,1,,1,1,1,4,3,2,4,5,8,5,4,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
533,Malaysia,MY,MYS,"Climate related disasters frequency, Number of Disasters: Landslide",Number of,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
534,Malaysia,MY,MYS,"Climate related disasters frequency, Number of Disasters: Storm",Number of,,,,,,,,,,,,,,,,,1,1,,,1,,1,,2,,,,,,,,,,,,,1,,,,,,,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31."
